cell_id,cell_size,nucleus_size,trans_num,life_span
1,8324,2994,2,7.0
2,7458,2914,1,12.0
3,7756,2962,2,7.0
4,7313,2678,0,6.0
5,7401,2663,0,5.0
6,7947,2914,0,6.0
7,7164,2959,1,12.0
8,7626,3077,1,21.0
9,8760,3027,2,5.0
10,8191,3026,1,10.0
11,7757,3214,2,8.0
12,8335,2967,1,6.0
13,8262,3166,3,5.0
14,7542,3235,2,18.0
