cell_id,cell_size,nucleus_size,trans_num,life_span
1,7633,3263,2,21.0
2,8350,3076,1,21.0
3,7683,3197,2,8.0
4,7882,3339,3,8.0
5,6785,3200,0,5.0
6,6981,3268,1,21.0
7,8050,3347,0,7.0
8,7805,3248,1,18.0
9,7626,2943,1,13.0
10,7733,3181,1,7.0
