cell_id,cell_size,nucleus_size,trans_num,life_span
1,7719,2940,2,5.0
2,7714,2940,0,5.0
3,7512,2807,0,10.0
4,8073,2917,1,21.0
5,7578,3150,2,11.0
6,7412,3167,1,8.0
7,7700,3027,1,21.0
8,7993,3003,1,17.0
9,8486,2852,1,10.0
10,7393,3170,1,11.0
11,7277,2872,0,5.0
