cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,6,2,7,11,11,11,12,15,13,6,5,3,0,0,0,0,0,0,0,0,0
2,4,2,0,0,0,0,0,2,5,5,7,16,14,13,8,6,9,8,12,9,7
3,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,7,7,12,8,8,8,5,2,1,0,0,1,9,15,10,10,8,6,1,5,0
5,5,2,0,0,0,0,11,12,16,17,9,12,12,9,17,15,13,7,11,11,12
6,3,3,7,5,4,5,6,5,5,2,2,6,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,7,7,4,7,11,12,15,17,0,0,0,0,0,0,0,0,0,0,0,0
9,5,0,10,13,5,2,0,0,0,0,0,0,0,8,3,5,3,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,8,9,15,7,7,4,2,4,8,6,7,5,5,8,8,6,4,5,4,1
12,0,0,0,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,7,5,4,3,2,0,0,0,0,0,0,4,6,5,2,0,0,0,0,3,3
