cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,5,9,7,9,15,20,17,23,23,23,16,10,7,6,3,0,0,0,0,0,0
2,4,5,3,3,2,1,0,0,0,0,5,8,12,18,17,11,11,11,13,10,11
3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,14,9,9,12,11,12,11,9,5,5,5,3,6,12,20,17,12,15,11,9,0
5,11,6,7,5,2,0,0,8,14,19,25,19,14,15,15,18,19,13,13,17,22
6,0,0,2,4,3,5,7,3,2,3,2,2,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15,12,9,11,15,17,18,22,27,0,0,0,0,0,0,0,0,0,0,0,0
9,12,9,9,11,12,9,7,4,1,1,0,0,0,5,7,5,4,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,8,6,9,6,7,6,4,3,3,3,4,11,9,6,7,7,7,2,2,1
12,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2,3,6,7,6,5,2,1,1,0,0,0,3,7,1,3,3,1,1,1,2
