cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,15252.0,9836.0,9113.0,11493.999999999998,6859.0,5386.0,4110.0,4336.0,4420.0,5007.0,4452.0,4421.0,4465.0,4345.0,12743.0,6352.0,23290.000000000004,12338.0,18944.0,12614.0,13297.0
2,24353.0,20419.0,7686.0,8795.0,7167.0,4983.0,4500.0,3773.0000000000005,5782.0,4325.0,7752.999999999999,4924.0,5256.0,4745.0,3323.0,3434.0,3347.0,8737.0,5204.0,3445.0,3775.0000000000005
3,4877.0,3103.0,3243.0,3347.0,2995.0,8731.0,4353.0,19304.0,10570.0,6620.0,8369.0,5939.0,5421.0,2901.0,3050.0,5166.0,3681.0,3036.0,3396.0,22303.0,14249.0
3,3167.0,3280.0,3476.0,3485.0,3707.0,3734.0,3543.0,4716.0,3618.0,3521.0,3436.0,3512.0,2946.0,3465.0,3600.0,23802.0,14747.0,7298.0,4664.0,4417.0,4447.0
4,4524.0,13610.0,6876.0,5253.0,5001.0,3835.0,3331.0,3499.0,3613.0,3881.0,3598.0,10569.0,21159.0,21367.0,21404.0,12259.0,19199.0,10393.0,14242.0,6855.0,15888.000000000002
5,1654.0,1665.0,5444.0,2404.0,2139.0,2140.0,1859.0,1382.0,1249.0000000000002,1229.0,1178.0,2490.0,4826.0,1935.0,4193.0,2123.0,3056.0,4597.0,2832.0,1743.0,1585.0
4,5239.0,2877.0,3365.0,9498.0,3118.0,1974.9999999999998,2010.9999999999998,1940.0,1997.0000000000002,1841.0,1822.0,1715.0,1700.0,6279.0,4721.0,10057.0,4925.0,3199.0,2195.0,1678.0,1896.0
4,184.0,129.0,134.0,197.0,131.0,100.0,103.0,90.0,95.0,89.0,93.0,95.0,92.0,191.0,355.0,205.0,251.0,86.0,99.0,86.0,130.0
5,18026.0,8854.0,14211.999999999998,6921.0,4919.0,3820.0,4089.0,3117.0,3253.0,3109.0,20411.0,11466.0,7703.000000000001,8170.0,8763.0,9312.0,6245.0,4670.0,3837.0,2988.0,3245.0
6,16903.0,13518.000000000002,10180.000000000002,13003.0,21808.0,11750.0,6580.0,6305.999999999999,33389.0,22062.0,13890.0,14836.0,20633.000000000004,20418.0,19148.0,12326.0,12877.0,6911.0,5342.0,11116.000000000002,6524.0
7,3914.0000000000005,3804.0,3262.0,3162.0,3180.0,3187.0,3468.0000000000005,21858.0,13531.0,5776.0,4821.0,3972.0,2904.0,9187.0,5404.0,3746.9999999999995,3273.0,3358.0,3248.0,2976.0,3356.0
7,4273.0,2255.0,910.0,989.0,1024.0,837.0,2243.0,935.0,968.0,986.0,962.0,1104.0,871.0,834.0,823.0,2941.0,886.0,1512.0,901.0,965.0,851.0
8,10161.0,5854.0,4292.0,3686.0,3714.0,3580.0,3519.0,5129.0,11098.0,18860.0,12396.0,5642.0,13293.0,6969.0,11529.0,15862.0,10000.0,5677.0,3490.0,3895.0,3662.0
9,3057.0000000000005,1169.0,1295.0,1545.9999999999998,1112.0,1158.0,608.0,653.0,636.0,681.0,713.0,625.0,648.0,701.0,685.0,612.0,667.0,653.0,658.0,656.0,682.0
10,6517.0,15909.0,16504.0,9016.0,6651.0,3777.9999999999995,3822.0,4485.0,3903.0,11407.0,8633.0,3592.0,14001.0,6041.0,4237.0,9398.0,6026.0,5234.0,3985.0000000000005,23502.0,14845.999999999998
10,5438.0,2911.0,2514.0,2307.0,2222.0,1424.0,4292.0,2938.0,1621.0,1558.0,1457.0,2430.0,1452.0,1740.0,1323.0,7562.0,6356.0,2710.0,2217.0,4108.0,2170.0
11,8048.0,5671.0,5036.0,4654.0,4857.0,4828.0,13258.0,6900.0,8436.0,5932.0,16959.0,11345.0,7022.0,6239.0,15569.0,13229.999999999998,28296.0,14821.000000000002,5112.0,4583.0,9694.0
12,9930.0,9772.0,6584.0,4387.0,4973.0,4559.0,6839.0,26040.0,14617.0,19787.0,8940.0,6317.999999999999,5289.0,5750.0,7362.0,5392.0,15079.0,11310.0,27319.0,13942.0,8350.0
