cell_id,cell_size,nucleus_size,trans_num,life_span
1,7517,3244,1,21.0
2,7887,3300,1,21.0
3,7478,3182,2,21.0
4,8265,3170,1,21.0
5,7917,3374,2,21.0
6,7176,3139,1,21.0
7,6957,2825,1,21.0
8,6886,3125,2,21.0
9,7690,2984,2,21.0
10,6982,3188,1,21.0
11,7164,3115,1,21.0
12,7297,3026,1,21.0
