cell_id,cell_size,nucleus_size,trans_num,life_span
1,7500,3153,2,21.0
2,8232,3312,1,8.0
3,7112,3078,0,5.0
4,7468,3023,1,13.0
5,8137,3331,1,21.0
6,7335,3346,1,14.0
7,7326,3169,1,21.0
8,8374,3324,1,19.0
9,7408,3308,1,16.0
10,7379,3219,1,9.0
11,8177,3163,1,10.0
12,7956,3317,1,21.0
