cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,974.0,1245.0,897.0,1226.0,1039.0,963.0,888.0,4163.0,2017.0,987.0,920.0,823.0,920.0,828.0,948.0,935.0,1104.0,972.9999999999999,1042.0,4256.0,2715.0
1,8474.0,21328.0,14392.0,6934.0,3480.0000000000005,3410.0,3315.0,6039.0,3987.9999999999995,3109.0,3939.0,3416.0,2764.0,7460.0,5622.0,20029.0,11090.0,5602.0,4046.0,2859.0,3756.0000000000005
2,12273.0,6746.0,2848.0,2417.0,3242.0,1677.0,1974.0,3527.0,1757.0,6224.0,5600.0,4446.0,2929.0,2042.0,5193.0,2211.0,1908.0,2018.0,1968.0,1928.0,2052.0
2,3459.0,5118.0,4101.0,4057.0,19772.0,14690.000000000002,10561.0,9675.0,6272.0,4992.0,3902.0000000000005,4090.0,6883.0,5235.0,21582.0,10258.0,6034.0,4948.0,4155.0,4324.0,3104.0
3,7538.0,6480.0,10002.0,7688.0,4726.0,19281.000000000004,7846.0,6026.0,4361.0,17852.0,8280.0,4125.0,19733.0,10328.0,4302.0,3552.0,3774.0,3977.0,4104.0,4497.0,3778.0
5,3133.0,3471.0,3382.0,3458.0,3041.0,3485.0,3034.0,3458.0,3235.0,23642.0,11781.0,7258.000000000001,5763.0,3335.0,2984.0,3188.0,3421.0,3625.9999999999995,3304.0,3505.0,3833.0000000000005
7,6091.0,19468.0,10543.0,18864.0,8860.0,8978.0,4438.0,4342.0,4373.0,4281.0,9113.0,5178.0,4039.0,6480.0,5395.0,21651.0,9367.0,7757.0,5391.0,5190.0,3991.0
11,11489.0,12088.0,16831.0,10147.0,34044.0,22243.0,24134.0,14328.999999999998,12978.0,8510.0,16314.0,12033.0,9007.0,7950.0,5604.0,13604.999999999998,10968.0,8338.0,26970.0,19541.0,6015.0
12,5207.0,6803.999999999999,6362.000000000001,6451.999999999999,4442.0,22904.999999999996,31712.0,20826.0,4635.0,4534.0,4785.0,4190.0,4247.0,4562.0,4771.0,4178.0,4517.0,4478.0,4789.0,4657.0,4530.0
13,623.0,269.0,224.0,157.0,298.0,147.0,149.0,203.0,165.0,140.0,175.0,160.0,139.0,154.0,155.0,126.0,151.0,145.0,154.0,158.0,155.0
13,515.0,308.0,1145.0,611.0,443.0,332.0,275.0,323.0,260.0,289.0,256.0,305.0,235.0,261.0,240.0,271.0,287.0,257.0,280.0,254.0,239.0
14,1853.0,5592.0,4836.0,1903.0,2087.0,11516.0,6516.0,2456.0,2028.0,1859.0,1989.0,1737.0,2063.0,1734.0,1806.0,1839.0,1920.0,1732.0,1833.0,1971.0,2053.0
14,17492.0,9380.0,9071.0,4593.0,3241.0000000000005,2589.0,3328.0000000000005,2604.0,3012.9999999999995,2345.0,2731.0,2572.0,2617.0,2728.0,2441.0,2505.0,2616.0,2427.0,2647.0,2578.0,2616.0
