cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,10,9,11,12,14,9,7,6,6,5,3,3,1,0,0,4,10,12,12,9,9
2,1,3,6,4,6,7,10,17,17,12,8,7,7,7,5,12,13,11,10,8,0
3,10,8,4,4,5,3,8,7,6,3,6,8,6,9,0,0,0,0,0,0,0
4,3,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,6,3,2,4,3,3,3,2,2,8,11,9,0,0,0,0,0,0,0,0
6,9,8,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,11,5,6,12,16,20,13,7,3,2,6,4,2,3,3,11,8,7,3,3
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,5,4,8,11,15,19,19,14,12,11,10,12,10,5,2,5,6,4,9,0
12,14,12,12,7,8,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0
13,14,15,13,7,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,3,7,11,13,8,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
