cell_id,cell_size,nucleus_size,trans_num,life_span
1,7266,3162,2,21.0
2,7687,3089,2,20.0
3,7475,3157,1,14.0
4,8307,3237,0,5.0
5,7518,3181,1,13.0
6,7074,2983,0,5.0
7,8164,3131,1,21.0
8,7892,3149,0,6.0
9,7094,2908,0,5.0
10,7785,2805,0,5.0
11,7695,3173,1,20.0
12,7145,3334,1,8.0
13,8742,3136,2,7.0
14,7114,2905,2,8.0
