cell_id,cell_size,nucleus_size,trans_num,life_span
1,8380,3359,2,21.0
2,7844,3414,2,21.0
3,8414,2965,1,18.0
4,7907,2981,1,7.0
5,8051,3239,1,21.0
6,8006,3117,1,15.0
7,7482,3176,1,5.0
8,7922,3464,1,12.0
9,7910,3389,1,8.0
10,7556,3031,0,5.0
