cell_id,cell_size,nucleus_size,trans_num,life_span
1,7527,3198,1,5.0
2,7421,3286,1,9.0
3,8349,3329,1,21.0
4,7802,3158,2,21.0
5,8263,3123,1,10.0
6,6838,3331,1,14.0
7,8137,3208,2,9.0
8,7440,3161,0,5.0
9,8201,3079,2,21.0
10,7599,3261,1,21.0
