cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,1485.0,3448.0,1602.0,1628.0,1492.0,1509.0,1656.0,1372.0,1929.0,3552.0,2349.0,2418.0,2380.0,4185.0,8141.000000000001,2989.0,2019.0000000000002,3237.0,3273.0,1914.0,1538.0
2,5127.0,4864.0,16337.0,8275.0,6802.000000000001,9437.0,5834.0,21972.000000000004,22846.0,17057.0,9179.0,6371.0,5765.0,5206.0,14860.0,9334.0,5977.0,5542.0,6636.0,35628.0,27887.0
3,10206.0,5578.0,10549.0,21144.0,6770.999999999999,5987.0,3715.0,3214.0,3157.0,2943.0,2985.0,3061.0,18206.0,10057.0,4290.0,3752.0000000000005,3041.0,4079.0,3588.0000000000005,3100.0,2661.0
3,3886.0,3627.9999999999995,4176.0,2978.0,3280.0,11157.0,5156.0,7736.0,5198.0,3784.0000000000005,4176.0,16897.0,8390.0,22404.0,9725.0,4853.0,4090.0,14074.0,6984.0,4757.0,4065.0
4,14948.999999999998,6032.0,4508.0,32036.0,27713.0,14506.000000000002,10111.0,15843.0,13347.999999999998,9349.0,5588.999999999999,5006.0,5001.0,4929.0,4398.0,4517.0,4925.0,4939.0,4901.0,4913.0,4137.0
5,6721.0,24638.0,15519.0,19214.0,16137.0,18511.0,21444.0,13838.0,15328.999999999998,10068.0,7191.000000000001,13675.0,11094.0,12087.0,8155.0,6788.0,6762.0,6631.0,6221.0,32067.000000000004,43176.0
6,5959.0,6032.0,5681.0,6756.0,6009.0,7667.0,6865.0,6030.0,5590.0,13725.0,34811.0,22872.0,32138.999999999996,32662.0,19661.0,28230.0,13109.0,14257.000000000002,8956.0,8522.0,9028.0
7,2136.0,2113.0,7421.0,9195.000000000002,5893.0,1981.0,2060.0,2099.0,1954.0,2030.0,3960.0,3269.0,3129.0,1817.0,2037.0,1917.0000000000002,2020.0,1964.0,11884.0,5993.0,3780.0
7,1695.0,681.0,749.0,1006.0,991.0,703.0,1166.0,630.0,660.0,1285.0,1523.9999999999998,689.0,661.0,637.0,3273.0,1409.0,1120.0,704.0,664.0,1375.0,1274.0
8,926.0,1030.0,2201.0,1008.0,2064.0,893.0,922.0,855.0,1031.0,905.0,922.0,1021.0,904.0,960.0,962.0,881.0,854.0,4661.0,3077.0,2222.0,1776.0
9,7220.0,4985.0,3424.0,2756.0,2781.0,2668.0,16274.0,9921.0,4554.0,5323.0,7420.0,5187.0,7402.0,4023.0,3534.0,4528.0,3684.0,3602.0,6607.999999999999,7566.0,4049.0
10,15223.999999999998,9400.0,37654.0,18885.0,18464.0,35643.0,25121.0,16686.0,9332.0,29438.0,22376.0,10035.0,8785.0,6719.999999999999,6379.0,5993.0,13582.0,8867.0,6754.0,6401.0,6581.0
11,3830.0,5569.0,9672.0,7326.0,18035.0,9743.0,6095.0,9829.0,5907.0,4679.0,3760.0,3685.0,2876.0,2864.0,2798.0,2664.0,2827.0,2612.0,6347.0,3332.0,3479.0
