cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,2,2,3,4,2,1,0,0,0,0,0,1,2,4,4,11,7,3,3,4,3
2,1,0,1,3,7,4,7,4,5,7,11,8,9,4,4,5,9,5,5,3,10
3,15,12,9,7,13,12,17,12,18,13,6,4,6,10,20,22,14,9,11,8,4
4,9,12,9,6,14,24,22,10,9,6,1,1,1,0,1,1,0,0,0,0,0
5,13,14,16,13,14,15,12,11,11,10,9,6,9,14,11,10,7,5,4,5,13
6,0,0,0,0,0,2,0,0,0,3,2,7,12,19,21,18,16,15,11,3,9
7,18,14,10,10,9,9,10,7,4,5,3,1,2,2,4,7,4,3,1,9,9
8,0,0,0,1,1,6,2,1,1,1,1,0,0,0,0,0,1,6,10,5,5
9,2,4,3,3,3,3,8,11,9,10,7,7,4,3,3,3,4,8,4,10,10
10,4,9,7,14,18,21,18,20,18,22,21,20,14,7,6,4,4,4,3,2,1
11,9,6,11,12,15,13,16,14,12,13,10,7,7,6,7,6,3,3,4,4,3
