cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,6,5,3,0,0,0,0,0,2,6,6,3,3,4,9,9,4,5,2,2,2
2,1,0,5,10,5,6,1,5,11,12,7,5,2,2,6,7,5,2,2,6,16
3,10,5,6,9,14,12,10,15,7,5,4,9,10,15,17,10,4,12,9,5,3
4,7,6,1,6,17,13,10,6,8,6,2,1,0,0,0,0,0,0,0,0,0
5,1,9,7,7,5,7,8,8,4,5,1,6,8,5,4,1,0,0,0,12,14
6,0,0,0,0,0,2,2,0,0,4,9,10,13,11,11,10,11,6,5,5,4
7,10,4,6,6,5,2,3,1,0,2,6,5,2,1,6,4,2,0,9,9,9
8,0,0,3,1,4,1,1,0,0,0,0,0,0,0,0,0,8,6,5,6,3
9,5,3,2,0,0,0,13,16,6,4,5,4,4,4,3,7,8,3,8,10,4
10,10,6,11,16,13,14,11,13,10,14,18,11,5,5,1,0,4,5,2,2,0
11,5,10,6,7,9,11,6,6,5,3,2,2,2,0,0,0,0,0,3,5,3
