cell_id,cell_size,nucleus_size,trans_num,life_span
1,7295,2845,0,5.0
2,7043,3285,1,21.0
3,7775,2877,0,11.0
4,8072,3220,1,20.0
5,8082,2895,1,21.0
6,6947,3262,2,20.0
7,7425,3277,3,21.0
8,8127,3290,1,11.0
9,7821,3147,2,10.0
10,8578,3099,0,6.0
11,7602,3331,2,20.0
12,7688,3201,2,21.0
13,8053,3229,0,5.0
