cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,13,20,20,13,14,15,13,14,15,11,9,11,11,9,8,12,11,6,5,4,2
2,6,6,3,11,12,8,8,6,5,5,4,7,7,8,11,13,20,19,17,13,12
3,6,4,5,7,8,8,7,6,5,2,5,5,5,6,8,7,7,5,5,7,8
4,0,2,6,4,2,1,1,3,1,1,0,0,1,0,0,1,1,0,0,1,1
5,6,6,9,9,13,15,15,13,11,15,11,14,11,8,4,2,0,3,13,14,10
6,12,11,13,13,11,11,10,9,10,7,5,11,18,13,15,15,16,18,21,24,18
7,1,0,4,4,3,8,7,3,3,4,8,5,4,3,2,1,1,1,3,5,6
8,18,24,25,21,17,17,21,19,17,13,11,6,3,1,0,0,1,1,5,4,5
9,5,4,4,0,1,0,0,3,18,22,23,23,18,14,6,2,2,1,1,5,5
10,17,15,14,10,11,6,6,6,4,4,5,13,15,14,13,11,11,9,10,8,10
