cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,33093.0,18725.0,10592.0,15735.0,7796.000000000001,5555.0,20458.0,21856.0,10516.0,8874.0,10012.0,9983.0,8410.0,23557.0,13675.0,9500.0,10092.0,6748.0,6992.0,5713.0,5852.0
2,7807.0,7126.999999999999,5885.0,18189.0,8085.0,14452.0,9361.0,7510.000000000001,10081.0,6320.0,5718.0,12572.999999999998,12900.0,7967.0,28752.0,23388.0,21419.0,11718.0,9126.0,7154.0,5992.0
3,12132.0,8153.000000000001,8304.0,3500.0,5678.0,4476.0,3864.9999999999995,3576.0000000000005,15537.999999999998,9648.0,7605.0,4224.0,4421.0,12276.0,6489.0,4195.0,4168.0,14632.0,5276.0,3103.0,7768.999999999999
4,3586.0,8370.0,4259.0,3366.0,3187.0,3543.0,10062.0,5518.0,4245.0,4229.0,4423.0,4226.0,3352.0,3663.0,4749.0,4105.0,4170.0,4263.0,7836.000000000001,3603.0,23695.0
5,114.0,107.0,129.0,133.0,148.0,124.0,121.0,118.0,136.0,120.0,129.0,116.0,114.0,117.0,111.0,116.0,112.0,483.0,251.0,123.0,125.0
5,5604.000000000001,20850.0,19044.0,12716.0,25092.0,13981.0,12812.0,7712.0,15301.0,9416.0,6354.0,4197.0,4134.0,4324.0,4487.0,4096.0,4007.0,26820.0,12528.0,6737.0,4394.0
6,165.0,146.0,149.0,152.0,144.0,200.0,155.0,153.0,127.0,166.0,221.0,140.0,123.0,148.0,157.0,153.0,172.0,160.0,159.0,184.0,616.0
6,12868.0,16259.0,6940.0,10242.0,12151.0,15510.0,10837.0,8964.0,7921.999999999999,10379.0,44114.0,27048.0,19446.0,24894.0,19236.0,30196.999999999996,24474.0,30810.0,16431.0,29613.000000000004,14909.0
7,1865.0,9325.0,4820.0,9718.0,4046.0,5171.0,5505.0,4160.0,2474.0,7852.000000000001,4231.0,3275.0,2030.0000000000002,1913.0,2225.0,2018.0,1988.0,2267.0,8213.0,4853.0,3517.0
7,1394.0,1573.0,1318.0,1492.0,1551.0,1351.0,1468.0,1556.0,1456.0,1386.0,1505.0,1388.0,2754.0,1671.0,1453.0,3292.0,1874.0,7902.0,4263.0,4347.0,2639.0
8,11138.0,27624.0,26637.0,24937.0,10612.0,34121.0,24326.0,14591.0,7686.0,4715.0,4684.0,4348.0,4663.0,4340.0,4874.0,4523.0,4331.0,4524.0,4588.0,10790.000000000002,10663.0
8,4780.0,2015.0,3911.0,1795.0,1681.0,1082.0,1647.0,1390.0,1300.0,1078.0,951.0,1070.0,1075.0,1052.0,1157.0,1954.0000000000002,1580.0,5070.0,3576.0,4130.0,2073.0
9,16319.0,11222.0,7779.0,5808.000000000001,5162.0,5033.0,5193.0,17666.0,36651.0,16258.0,13730.0,8573.0,7165.0,6527.0,6525.0,5437.0,5133.0,4903.0,15378.000000000002,8595.0,6387.999999999999
10,18567.0,9918.0,6030.0,11254.0,15218.0,12460.0,14935.0,10260.0,6559.0,9962.0,43951.0,25515.0,11926.0,8524.0,13523.0,7689.0,7075.0,10074.0,15289.999999999998,26883.0,27961.000000000004
