cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,1031.0,1344.0,993.0,930.0,1056.0,1003.0,1060.0,1018.0,1156.0,1010.0,1689.0,5117.0,1333.0,1460.0,966.0,1110.0,1183.0,958.0,950.0,946.0,898.0
1,2652.0,3144.0,3519.0,3639.9999999999995,2578.0,3450.9999999999995,2845.0,3535.0,17586.0,15499.0,13580.0,13502.0,7113.0,3596.0000000000005,3187.0,2791.0,2782.0,2759.0,2787.0,2694.0,3018.0
1,20577.0,16928.0,9517.0,6902.000000000001,13346.0,8995.0,6236.0,6477.000000000001,30274.0,45856.0,33687.0,14655.999999999998,9907.0,8878.0,6226.0,6121.0,6061.0,5573.0,6410.0,6580.0,13073.0
3,3869.0,7181.0,6445.0,5796.0,3907.0,3630.0,4790.0,3771.0,3969.0,3726.0,10905.0,7267.0,4606.0,9640.0,13697.0,7596.0,4403.0,3702.0,5549.0,26491.0,17694.0
3,15719.999999999998,8164.0,4657.0,8202.0,4296.0,3038.0,8585.0,3715.0,2883.0,3040.0,2941.0,9084.0,6018.0,3920.0,4310.0,2872.0,3686.0,3266.0,19226.0,7332.0,3756.9999999999995
4,5478.0,5113.0,5159.0,6260.999999999999,5408.0,5797.0,34613.0,36356.0,17135.0,9788.0,9236.0,16508.0,21584.0,18822.0,12329.000000000002,26052.0,15998.0,9906.0,12245.0,8489.0,6827.000000000001
6,4569.0,4429.0,5635.0,4434.0,5088.0,5589.0,4775.0,4217.0,4209.0,18985.0,16439.0,15739.0,10580.0,23886.000000000004,16773.0,8599.0,30841.0,20749.0,21505.0,10214.0,7651.0
6,2382.0,14163.0,7431.0,11243.0,6784.0,3236.0,2690.0,2287.0,2088.0,2049.0,2314.0,2269.0,2452.0,2445.0,2757.0,2318.0,3180.0,7301.0,3702.0,3376.0,3050.0
7,1122.0,1597.0,1045.0,3175.0,1094.0,1286.0,1131.0,1168.0,1022.0,1395.0,1061.0,5722.0,4902.0,1809.0,1625.0,1862.0,1117.0,1062.0,1792.0,1603.0,1529.0
7,2698.0,2302.0,2002.0,1913.0,1757.0,11631.0,6108.0,10937.0,5533.0,7886.0,3246.0,2071.0,5337.0,4092.9999999999995,2677.0,2599.0,3092.0,6395.0,5307.0,3126.0,1772.0
9,29235.0,31906.0,32502.0,15757.0,51388.0,34587.0,15672.0,19849.0,10376.0,9839.0,30770.999999999996,28578.0,16798.0,11295.0,22848.0,14572.0,13217.0,25375.0,16741.0,21379.0,14896.0
8,8933.0,5792.0,17609.0,11775.0,19298.0,12592.0,7703.0,8474.0,9521.0,7612.999999999999,22544.0,33792.0,16685.0,11811.0,8644.0,6709.0,8526.0,7956.000000000001,11584.0,9882.0,6634.999999999999
10,30838.0,20086.0,39960.0,27720.0,15547.0,37637.0,20403.0,16193.000000000002,15699.999999999998,14901.000000000002,9402.0,6372.0,18671.0,23296.0,9495.0,7226.0,6363.0,13792.999999999998,15995.0,7966.999999999999,6072.0
10,32.0,30.0,123.0,30.0,36.0,49.0,34.0,27.0,29.0,29.0,30.0,30.0,43.0,42.0,27.0,30.0,33.0,31.0,32.0,47.0,29.0
