cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,4,8,9,9,8,9,7,5,2,12,27,35,32,24,15,12,6,7,4,3,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,10,7,6,8,4,4,8,10,5,3,5,2,5,4,10,8,5,10,17,18
4,4,2,3,2,1,1,2,11,14,16,10,8,11,5,11,12,10,8,6,5,7
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,7,7,10,11,6,3,2,2,3,5,7,7,13,16,15,18,27,22,24
7,8,8,4,4,7,6,7,7,8,9,8,5,9,12,8,7,6,5,6,3,1
8,6,6,7,8,8,7,10,12,7,8,4,13,17,18,14,9,8,6,5,6,5
9,1,9,13,15,17,26,27,28,19,13,14,18,20,20,15,15,15,14,15,16,16
10,5,7,14,24,28,25,26,24,15,13,10,10,11,13,13,11,8,6,8,8,7
