cell_id,cell_size,nucleus_size,trans_num,life_span
1,8138,3060,2,21.0
2,6792,3043,1,21.0
3,6925,3180,0,5.0
4,7798,3559,2,14.0
5,7622,3303,1,21.0
6,7273,3370,1,21.0
7,7842,3268,1,21.0
8,7590,3666,1,21.0
9,7045,3320,1,21.0
10,8060,3301,2,21.0
11,6914,3361,1,21.0
12,7793,2959,1,21.0
13,7069,3099,2,21.0
14,6991,3117,1,17.0
15,7987,3116,1,21.0
