cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,4,7,9,8,11,13,12,7,10,16,16,10,9,12,15,11,8,4,1,1,0
2,0,1,2,4,9,7,4,0,0,3,5,4,2,0,0,0,0,0,0,0,0
3,10,8,2,3,8,10,6,4,6,7,5,4,2,0,3,3,0,0,0,0,2
4,4,2,1,7,8,8,11,5,1,0,0,0,0,0,0,5,6,4,6,8,7
5,7,6,6,3,4,5,4,5,6,7,9,10,7,1,0,0,0,0,0,0,0
6,3,3,6,5,6,2,4,6,5,11,12,8,4,4,3,5,12,11,14,7,6
7,4,6,2,2,0,0,0,0,0,0,8,7,6,10,10,4,7,10,12,13,13
8,0,4,12,10,5,10,11,10,12,12,9,10,14,10,7,12,15,8,7,5,7
9,0,0,0,0,0,0,2,9,15,17,13,9,10,12,13,11,14,17,15,10,12
10,9,11,4,6,13,13,12,6,2,1,1,0,0,0,0,0,4,7,3,4,1
11,1,1,6,9,9,10,12,12,13,7,10,9,2,1,0,0,1,2,1,1,1
12,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,4,12,7,8,9,5,3,0,0,0,0,11,9,7,8,10,13,9,9,9,13
