cell_id,cell_size,nucleus_size,trans_num,life_span
1,8162,3039,2,21.0
2,7384,3152,2,13.0
3,7662,3402,2,21.0
4,8052,3204,1,21.0
5,8340,3070,0,5.0
6,7608,3378,0,3.0
7,7114,3250,1,18.0
8,7985,3326,1,5.0
9,7944,3094,1,21.0
10,8549,3431,2,20.0
11,8052,3210,1,13.0
12,8485,3360,1,6.0
