cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1.0,75.89334624429382,81.85973163646425,84.74699128510167,92.17830958638815,94.14026836353575,88.50297413196846,78.48070272513488,71.59620971088671,68.84963342094342,67.08977728593166,66.80080232397289,65.87093650574077,65.61820445428137,63.91630930972472,66.6956702171808,67.57988656799004,66.90690275280122,65.82570203347628,65.5122423571725,64.497164199751,64.60105132106793
2.0,78.63034965034964,77.00447552447552,85.61482517482517,91.24195804195804,93.23146853146854,85.50741258741259,77.53034965034965,72.15692307692308,68.68601398601399,65.61202797202797,65.42265734265735,64.82909090909091,66.3579020979021,65.573006993007,65.47902097902097,64.5495104895105,65.24041958041958,65.54461538461538,67.48237762237763,66.74839160839161,69.70517482517482
3.0,100.66765494846817,91.14810108710998,86.41140759565155,76.47056332062685,73.4845404489623,69.9449385853452,67.30679090780743,66.87406466186644,66.1167584356911,64.4856699138783,65.40703091910207,65.11181702668361,64.78102498941126,66.35818156148525,65.12988846533955,65.88987717069038,65.53028377806014,65.12720598616406,65.25088239446562,64.6865734858111,66.88945362134689
4.0,87.22981277690438,90.73360011433472,88.18150635986852,87.58382163784479,86.11033299985708,83.87594683435758,78.21466342718308,70.56952979848506,69.3384307560383,66.26525653851651,66.91796484207518,65.06688580820352,64.99728455052166,64.739888523653,63.29484064599114,63.580105759611264,62.89981420608832,63.9165356581392,64.4218950978991,65.64884950693154,64.67729026725739
5.0,83.2897791619479,82.43785390713477,81.09031710079275,76.33182332955832,72.80931483578709,71.35971121177803,70.71078708946773,68.9048697621744,65.61381653454134,66.36820498301246,66.51712910532277,64.73485277463193,64.62754813137033,65.81087202718007,65.85872027180068,65.38674971687429,64.20965458663646,63.48103057757644,63.894110985277464,64.0414779161948,64.40019818799547
6.0,74.3116605999749,79.4897703024978,85.35847872473956,82.18099661102046,79.0262332119995,73.56420233463035,69.10417974143341,67.11346805572988,65.10731768545249,65.60687837328982,65.13066398895444,64.32622066022343,65.27199698757374,64.1355591816242,68.62608259068658,69.9594577632735,67.96309777833564,67.43404041671897,67.22141332998619,65.48010543491904,65.47157022718714
7.0,62.76937984496124,59.68604651162791,55.851052048726466,54.32571982281284,53.868493909191585,40.321982281284605,40.13233665559247,40.08264119601329,41.00927464008859,38.754014396456256,40.24031007751938,40.21636212624585,40.64382613510521,40.48491140642304,39.58374861572536,40.66860465116279,40.158222591362126,39.70985603543743,39.644102990033225,39.953765227021044,39.761351052048724
8.0,84.11558598469593,84.29279097865485,82.95865216807626,82.7209021345147,78.68787756745871,74.55926970063096,69.93677003624647,68.35722915827628,66.17062692978924,67.1025641025641,66.89099207947376,65.89515371190764,67.22419116659954,65.55148342059337,65.9338166196805,65.43831386763324,63.84615384615385,63.62666129681836,66.12028460196,66.29601288763592,67.07665458450799
9.0,52.0264017419706,51.738160043549264,52.163309744148066,52.37670114316821,51.58410451823625,52.82906913445836,39.71094175285792,38.89330430048993,38.94229722373435,39.35764833968427,39.82430593358737,39.5050353837779,39.88854109961894,39.30293957539467,40.23952095808383,39.833968426782796,41.013609145345676,41.04327708219924,40.25993467610234,39.82566684812194,39.80348394120849
10.0,74.44427164333852,70.40902021772939,67.89035769828926,65.95321410057025,77.52773457750129,77.27410575427683,74.78875064800415,71.43312597200622,68.55352514256091,67.63452566096423,66.68740279937792,70.22459823742872,70.73613271124935,69.01412649040954,67.60199585277346,66.92210990150338,66.68701399688958,67.49364955935718,67.66938828408502,65.93921721099015,66.1341368584759
11.0,72.60059723777529,76.10289909170088,101.94662187383352,140.75687445564265,166.62423789971382,140.01642403882045,110.84919746173945,91.46111733233793,80.84869976359339,72.94898594002737,69.23068309070548,66.3926838372527,65.15242005723529,65.17742938907553,63.31292770934428,64.13139231056364,63.89324374766704,63.02065447306209,62.78760731616275,62.701878810501434,64.00161751897474
12.0,63.921990773102195,64.19432405983504,64.98504124143716,65.11463721515447,64.98112679994408,65.78386690898924,63.10806654550538,63.73144135327834,64.51894310079688,63.65203411156158,65.62015937368936,66.94100377464001,66.88550258632742,66.11617503145533,67.23276946735635,66.52872920452957,67.17447224940584,66.24800782888299,66.05186634978331,65.19893750873759,63.761498671885924
