cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,11,12,21,20,23,27,20,18,11,4,6,6,3,2,4,6,5,6,2,1,0
2,13,10,8,9,6,5,3,3,1,0,0,0,0,0,0,0,0,3,1,4,3
3,10,8,7,7,7,12,13,11,11,11,10,8,10,13,18,18,20,17,9,9,8
4,5,4,2,3,0,0,0,1,0,0,0,0,0,0,4,5,3,3,12,8,9
5,11,14,11,10,8,8,11,7,3,4,5,10,12,11,11,15,11,19,22,26,25
6,2,4,1,1,1,6,7,7,2,4,4,3,5,5,7,7,10,11,9,10,10
7,5,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
8,1,1,1,0,1,0,2,4,3,3,5,5,3,0,0,0,0,0,0,1,4
9,3,2,1,1,0,0,0,5,6,5,4,6,7,13,16,19,16,12,8,8,7
10,7,3,4,2,1,2,1,0,0,3,6,2,0,0,0,0,2,5,10,8,8
11,13,13,15,15,9,8,7,15,17,14,13,12,11,10,11,9,6,7,7,6,10
12,8,4,4,3,2,3,0,0,1,2,5,6,8,15,13,11,8,7,9,8,6
13,6,12,10,17,12,8,11,10,9,10,9,19,26,26,16,11,7,10,6,2,2
14,3,1,3,1,1,1,1,1,5,5,3,4,3,2,1,2,1,0,0,2,0
