cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,23315.999999999996,34412.0,36572.0,25207.0,25725.999999999996,12546.0,12005.999999999998,8181.0,6482.0,6162.000000000001,5581.0,5539.0,6139.0,5959.999999999999,20206.0,11321.0,8522.0,5383.0,5346.0,5983.0,5725.0
3,18120.0,10065.0,18202.0,11264.0,19457.0,26415.0,19569.0,13284.0,10271.0,7521.0,7205.000000000001,6058.0,43566.0,30209.0,32821.0,22226.0,18640.0,10886.0,11051.0,8494.0,25244.0
4,1611.0,1429.0,1805.0,1736.0,1861.0,1739.9999999999998,1437.0,1502.0,1537.0,1655.0,1427.0,1573.0,1540.0,1506.0,1973.9999999999998,2621.0,8795.0,4908.0,3347.0,2084.0,1704.0
4,2455.0,3110.0,4002.0,2957.0,3094.0,2849.0,3160.0,2801.0,2881.0,2955.0,3168.0,2755.0,3252.0,6898.0,3673.0,6806.0,6122.0,19462.0,6822.0,7523.0,3888.0
5,14258.000000000002,7813.0,7141.0,9755.0,12199.0,12796.0,8123.0,6655.0,6340.0,13326.0,17689.0,12819.0,6952.0,15564.0,19579.0,14073.000000000002,21229.0,47135.0,27873.0,20020.0,15143.999999999998
6,3713.0,1822.0000000000002,1860.0,1421.0,3949.0,4044.0,3680.0,2590.0,2343.0,3878.0000000000005,2277.0,1217.0,4600.0,3077.9999999999995,7671.0,5332.0,4846.0,4302.0,2145.0,2081.0,2405.0
6,1274.0,965.0,1086.0,940.0,1395.0,1434.0,1229.0,1160.0,1135.0,1519.0,1123.0,1216.0,1195.0,1190.0,1452.0,1383.0,1909.0,3939.0,3310.0,6021.0,3589.0
8,5643.0,5441.0,4718.0,11354.0,7844.0,11450.0,5522.0,8171.0,17052.0,9145.0,4699.0,5095.0,5222.0,4495.0,4706.0,4607.0,4507.0,5056.0,4608.0,15185.0,33652.0
9,3323.0,3485.0,3734.0,3591.0,3825.0,3599.0,3776.0,3933.0,3663.0,3726.0,19750.0,9320.0,11054.0,24310.0,14341.0,6576.0,3530.0,6252.0,7905.0,6442.0,5439.0
9,1567.0,1392.0,1753.0,1533.0,1745.0,1465.0,1476.0,5503.0,3601.0,4815.0,2584.0,2407.0,2124.0,8534.0,4670.0,3456.0000000000005,2264.0,2379.0,8416.0,2791.0,4251.0
10,2794.0,2847.0,3143.9999999999995,2457.0,3965.0,2751.0,2656.0,2587.0,7416.999999999999,5645.0,4688.0,2764.0,2695.0,2923.0,2698.0,2515.0,18774.0,9029.0,6760.0,13932.999999999998,10441.0
11,18228.0,25752.0,14197.0,7627.0,6884.999999999999,6134.0,26397.0,19713.0,12169.0,6197.0,19838.0,21634.0,11845.0,18028.0,8680.0,6233.999999999999,13103.0,14598.0,9890.0,13291.0,12285.0
12,2367.0,2127.0,3281.0,2800.0,2291.0,2968.0,2700.0,6504.0,6949.0,4135.0,9208.0,4411.0,8150.0,9146.0,5225.0,3988.0,2697.0,6602.0,4485.0,3637.0,2815.0
13,23298.0,22525.0,20472.0,13302.0,7418.0,17346.0,12851.0,6158.000000000001,18101.0,9556.0,32916.0,26705.0,12067.0,6568.0,9311.0,7500.0,7890.000000000001,6321.0,4207.0,4615.0,4043.0
14,3693.0,3646.0,2162.0,2281.0,2239.0,2065.0,2446.0,2690.0,2407.0,2191.0,2443.0,2468.0,2562.0,2373.0,14624.0,3905.9999999999995,2382.0,2834.0,2786.0,2529.0,2461.0
14,1884.0,1369.0,1485.0,1327.0,1345.0,1230.0,2793.0,7843.0,2254.0,1698.0,1460.0,1385.0,1281.0,1542.0,1594.9999999999998,1416.0,1226.0,1327.0,1345.0,1502.9999999999998,1487.0000000000002
