cell_id,cell_size,nucleus_size,trans_num,life_span
1,7521,3007,1,19.0
2,7569,3007,2,21.0
3,7371,3002,0,5.0
4,7129,2917,1,21.0
5,7052,3025,1,21.0
6,7868,3145,1,21.0
7,7518,3159,1,21.0
8,8255,3136,2,21.0
9,7037,2931,0,6.0
10,8174,2970,1,21.0
11,8067,2996,1,21.0
12,7127,3153,2,21.0
