cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,3781.0,3901.0,4278.0,4270.0,4321.0,4238.0,4313.0,4032.0,9605.0,6683.0,30340.0,21210.0,9347.0,5756.0,12916.0,6887.0,4138.0,4544.0,7513.0,6005.0,4234.0
2,774.0,580.0,537.0,273.0,171.0,192.0,179.0,168.0,195.0,198.0,181.0,190.0,510.0,196.0,172.0,169.0,178.0,156.0,185.0,186.0,170.0
3,8431.0,5566.0,5344.0,5328.0,5291.0,23578.0,16421.0,10119.0,6851.0,5334.0,4210.0,3898.0,18507.0,21796.0,12027.0,9802.0,6569.0,3926.0,3919.0000000000005,19201.0,10111.0
4,4760.0,4521.0,11585.0,6843.0,4432.0,4557.0,20457.0,9844.0,15588.0,12265.000000000002,6778.0,4713.0,4672.0,8709.0,8147.0,5998.0,4147.0,4749.0,4775.0,32061.0,20037.0
4,2402.0,2435.0,2443.0,2399.0,13983.0,13630.0,7589.0,6082.999999999999,15523.0,8634.0,4001.0,3153.0,4272.0,2654.0,2253.0,2542.0,3138.0,2934.0,9123.0,5778.0,5284.0
5,3256.0,3451.9999999999995,3371.0,3453.9999999999995,3678.0,3094.0,3341.0,3338.0,4018.0,3421.0,10485.0,4986.0,22698.0,11961.0,4113.0,3496.9999999999995,2877.0,3139.0,3266.0,3878.0,3168.0
5,2962.0,16728.0,9329.0,8900.0,12760.0,5996.0,4983.0,4502.0,3552.0000000000005,3173.0,13608.999999999998,6086.0,4842.0,15783.999999999998,7253.999999999999,4095.0000000000005,3372.0,3005.0,11201.0,4330.0,4474.0
5,191.0,174.0,172.0,176.0,194.0,192.0,281.0,185.0,195.0,174.0,204.0,185.0,295.0,238.0,754.0,229.0,247.0,203.0,217.0,180.0,255.0
6,7100.0,6562.0,6511.0,6362.0,7537.0,7237.0,7127.0,6916.0,6827.0,44540.0,26086.0,15759.999999999998,9907.0,21452.0,13678.0,10979.0,11820.0,35215.0,22016.0,12669.0,9183.0
8,5304.0,20160.0,12707.0,7565.0,5573.0,13863.999999999998,25197.999999999996,30079.0,19654.0,26022.999999999996,8612.0,24020.0,34450.0,30556.0,18839.0,25461.0,15663.0,10945.0,11138.0,6749.0,17898.0
9,17267.0,12252.0,15381.999999999998,6252.0,9204.0,18707.0,8996.0,5179.0,6288.0,8560.0,7134.000000000001,4774.0,3866.0,3022.0,3158.0,3228.0,2655.0,5091.0,20461.0,13144.0,7363.0
9,2345.0,2051.0,2005.0,1991.0,2041.0,2344.0,2760.0,1902.0,1907.0,2068.0,2275.0,1815.0,2070.0,6111.0,3978.0,2830.0,1978.0,12476.0,4930.0,4303.0,11497.999999999998
10,10410.0,9670.0,9532.0,6787.0,22300.999999999996,22001.0,12049.0,11648.000000000002,11923.0,24345.999999999996,14399.0,9460.0,26030.0,19954.0,26530.000000000004,13104.0,8825.0,23216.0,13158.0,9300.0,7922.0
11,1990.9999999999998,1763.0,1886.0,2372.0,2183.0,1917.0,8655.0,5176.0,2795.0,1865.0,3433.0,3226.0,3837.0,3292.0,3826.0,1751.0,6414.0,9606.0,5337.0,3260.0,2516.0
11,90.0,95.0,102.0,89.0,84.0,87.0,137.0,115.0,285.0,147.0,101.0,376.0,172.0,87.0,86.0,73.0,104.0,119.0,109.0,93.0,82.0
12,18137.0,23769.0,15195.0,23489.0,12469.0,14134.0,6973.0,11133.0,6687.0,16952.0,6989.0,14898.0,11665.0,10871.0,5662.0,4010.0,6548.000000000001,5923.0,23874.0,15966.0,7574.0
13,13203.0,7160.0,4766.0,4587.0,4304.0,3855.0,3659.0,18478.0,9700.0,4941.0,4117.0,3965.0,4727.0,4448.0,4276.0,3985.0,3886.0,4181.0,4039.0,29493.0,15271.0
13,1287.0,1121.0,1332.0,1448.0,4172.0,7342.0,4904.0,2213.0,2159.0,2578.0,2312.0,2600.0,2082.0,1241.0,1410.0,1236.0,1362.0,1118.0,1411.0,1251.0,2351.0
