cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
2,2381.0,1614.0,1805.0,1633.0,1763.9999999999998,1665.0,1706.0,1687.0,1768.0000000000002,1660.0,1628.0,1672.0,1676.0,8874.0,4763.0,3267.0,2383.0,2338.0,2384.0,2425.0,1846.0
2,1525.0,1488.0,1574.0,1630.0,1603.0,1668.0000000000002,1486.0,1539.0,1649.0,1429.0,1518.0,1837.0000000000002,1740.0,1589.0,1501.0,2567.0,1597.0,1736.0,1608.0,3652.0,8968.0
3,6078.0,5717.0,5839.0,5634.0,6202.0,6089.0,15976.000000000002,19183.0,11948.0,10702.0,8045.0,5655.0,8282.0,14049.0,22319.0,10464.0,22939.0,34665.0,17525.0,25374.0,23713.0
4,1259.0,1382.0,1648.0,1421.0,1570.0,1520.0,1411.0,1499.0,1432.0,7386.0,2996.0,2563.0,4119.0,2483.0,1808.0,1666.0,1573.0,1596.0,1721.0,1468.0,1388.0
4,2096.0,2139.0,1831.0,1483.0,1791.0,1624.0,1586.0,1551.0,1812.0,1817.0000000000002,1756.0,1679.0,1782.0,1651.0,1714.0,1669.0,1790.0,7915.0,8150.999999999999,4573.0,3466.0
5,2608.0,2173.0,2292.0,2370.0,2361.0,2287.0,2212.0,2370.0,13537.0,8416.0,9669.0,5633.0,6443.0,5532.0,3753.0,2782.0,2994.0,2319.0,2254.0,2471.0,2435.0
5,3314.0,3216.0,3046.0,3097.0,5686.0,9880.0,6406.0,15840.0,6922.0,6678.0,5186.0,18512.0,15143.000000000002,21650.0,12267.0,7022.0,4070.0,3390.0,3311.0,3045.0,3103.0
6,15128.0,9086.0,7526.0,5796.0,4121.0,10966.0,12112.0,20916.0,10507.0,5428.0,12899.0,8461.0,18049.0,18027.0,17254.0,5173.0,3187.0,3102.0,2981.0,3981.0,4741.0
8,31111.0,21124.0,12914.0,15734.0,22606.0,11936.0,9699.0,10274.0,23782.0,12523.0,7419.0,22045.0,11386.0,7279.0,11633.0,19886.0,7978.999999999999,6869.000000000001,12503.0,9441.0,5231.0
9,7762.0,29009.0,16924.0,13672.0,8441.0,5951.000000000001,5411.0,8910.0,6085.0,4727.0,11475.0,10052.0,7708.0,7100.0,7222.0,6279.0,5588.0,5240.0,4888.0,4615.0,7387.000000000001
7,6012.0,5641.0,4762.0,5299.0,5126.0,12618.0,7075.0,6345.0,8871.0,9736.0,6182.0,19037.0,29891.0,20822.0,6712.0,5063.0,8461.0,17286.0,10811.0,6241.0,4697.0
7,3148.0,3359.0,2914.0,2804.0,2964.0,2892.0,2850.0,3172.0,2866.0,3448.0,14112.999999999998,9217.0,4304.0,18761.0,9392.0,6114.0,6826.0,7970.0,11680.0,6689.0,2970.0
11,5712.0,5305.0,4652.0,3988.0,4111.0,4527.0,4456.0,4198.0,4313.0,4429.0,4212.0,5203.0,4958.0,28707.0,20169.0,28844.0,13136.0,11971.0,6329.0,5499.0,25344.0
13,8982.0,3640.0,3973.0000000000005,3519.0,3674.0,3639.0,7914.0,7118.0,19337.0,16063.0,8228.0,4622.0,4402.0,3690.0,3650.0,3452.0,5206.0,3678.0,9512.0,6126.0,5234.0
11,10166.0,10669.0,5264.0,4356.0,4499.0,3237.0,14827.0,9302.0,6193.0,5018.0,21315.0,8733.0,14644.0,7800.0,5715.0,13737.0,7518.0,7934.0,5857.0,4481.0,6947.0
10,5425.0,5045.0,4236.0,3601.9999999999995,3551.0,3161.0,12865.0,7526.0,7080.0,4100.0,3599.0,3058.0,3378.0,3631.0,20650.0,12339.0,7043.999999999999,4383.0,3169.0,4250.0,18537.0
