cell_id,cell_size,nucleus_size,trans_num,life_span
1,8376,3373,2,21.0
2,7158,3218,0,6.0
3,6982,2857,0,5.0
4,8040,3045,2,21.0
5,7129,3340,1,10.0
6,7044,3101,1,10.0
7,7198,3239,2,21.0
8,8228,3214,2,21.0
9,7167,3345,2,15.0
10,7047,3049,1,8.0
11,7583,3283,1,11.0
12,7940,3551,2,6.0
13,8254,3144,1,9.0
