cell_id,cell_size,nucleus_size,trans_num,life_span
1,7628,3238,1,17.0
2,7710,3144,0,5.0
3,7974,2871,1,21.0
4,7408,3258,1,18.0
5,7708,3227,1,5.0
6,8160,3452,1,18.0
7,8309,3348,1,20.0
8,8626,3233,1,19.0
9,6948,3154,2,19.0
10,8211,3078,1,12.0
11,8036,3172,0,4.0
