cell_id,cell_size,nucleus_size,trans_num,life_span
1,7708,3397,1,21.0
2,6697,3002,1,21.0
3,8100,3331,2,15.0
4,7445,3072,2,21.0
5,8037,3614,1,21.0
6,6961,3128,1,21.0
7,7638,3335,1,9.0
8,6743,3371,2,21.0
9,6817,3404,1,21.0
10,7684,3190,1,21.0
11,7260,3086,1,21.0
12,8267,3132,2,21.0
13,6727,3411,2,21.0
14,6998,3197,2,21.0
