cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
3,4905.0,3484.0,3398.0,3579.0,3836.0,3767.0,4006.0,19901.0,8684.0,27092.0,13089.0,6394.0,3829.0,3564.0,3583.0,3631.0,11218.0,8461.0,6312.0,4278.0,5131.0
4,22226.0,9682.0,7399.0,6696.0,5810.0,5593.0,5476.0,13397.000000000002,9379.0,39240.0,25519.0,13397.000000000002,11997.0,10346.0,9140.0,7787.0,7367.0,25085.0,14620.0,10979.0,9257.0
5,1973.0,1965.0,2081.0,1896.0,9781.0,10837.0,4236.0,9245.0,2832.0,2696.0,3484.0,3297.0,2784.0,2833.0,1874.0,2044.0,1978.0,1866.0,1981.0,2113.0,1893.0
5,2704.0,2655.0,2623.0,2060.0,1906.0,1971.0,3513.0,3686.0,2054.0,2782.0,7058.0,7808.0,9165.0,3003.0,1981.0,2118.0,11946.0,5337.0,3024.0,2798.0,1964.0
6,1093.0,1106.0,2461.0,1571.0,5522.0,2113.0,1735.0,1129.0,1055.0,1019.0,1047.0,1040.0,1014.0,1190.0,1033.0,3309.0,1668.0,1301.0,1138.0,1066.0,1074.0
6,3870.0,3856.0,3626.0,3902.0,8620.0,7317.0,25213.0,13257.0,11098.0,5815.0,5732.0,3992.0,10409.0,11310.0,12765.0,16670.0,25686.0,11796.0,8821.0,5443.0,4937.0
8,26897.0,17827.0,9822.0,6099.0,21353.0,31146.0,23103.0,8532.0,15278.0,7670.0,23530.0,16126.0,24949.999999999996,10734.999999999998,9662.0,22601.0,12954.999999999998,9437.0,7508.0,5292.0,5016.0
7,2589.0,5891.999999999999,5229.0,4175.0,2833.0,4367.0,3395.0000000000005,2463.0,2770.0,3414.0,3327.0,2701.0,16738.0,11940.0,4934.0,3994.0000000000005,2546.0,2551.0,2502.0,7497.999999999999,3588.0
7,3841.0,3936.0,3891.0,3721.0,26487.0,13164.0,8411.0,6386.0,5110.0,12149.0,10194.0,7030.0,4344.0,10708.0,8443.0,4850.0,3734.0,3491.0,7338.0,4816.0,3848.0
9,186.0,187.0,299.0,174.0,167.0,760.0,397.0,331.0,400.0,291.0,571.0,161.0,220.0,199.0,191.0,258.0,155.0,196.0,170.0,198.0,174.0
9,1945.9999999999998,1499.0,3542.0,2456.0,1294.0,1928.0,3400.0,1661.0,1481.0000000000002,1411.0,2986.0,2926.0,7445.0,1771.0,1216.0,2890.0,2012.0,1397.0,1345.0,1594.0,1440.0
