cell_id,cell_size,nucleus_size,trans_num,life_span
1,7569,3015,1,17.0
2,7875,2823,2,5.0
3,7513,3031,2,21.0
4,7671,3155,1,7.0
5,8459,3331,2,21.0
6,8199,3238,1,21.0
7,7962,3235,1,6.0
8,8407,3188,1,12.0
9,7651,3128,2,21.0
10,7133,3190,1,6.0
