cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,6,5,1,1,3,3,4,6,4,3,4,13,12,10,10,6,8,6,3,5,4
2,11,13,19,21,16,14,9,4,5,7,3,8,5,6,4,3,1,0,0,4,12
3,9,9,8,6,7,2,0,0,1,3,8,14,12,13,9,10,9,9,6,1,3
4,2,2,1,5,10,6,6,3,14,13,11,5,5,6,8,11,9,6,3,14,18
5,26,24,16,11,16,13,11,5,6,4,4,2,1,2,1,5,4,11,14,12,8
6,7,8,6,10,13,12,16,12,14,18,18,14,14,10,7,6,4,7,3,3,4
7,7,9,8,11,20,20,21,22,20,14,7,7,4,3,2,1,1,1,0,0,0
8,6,7,3,4,2,0,0,0,1,7,9,12,6,3,2,1,3,2,3,3,4
9,3,4,7,8,8,7,6,11,10,10,12,11,12,11,10,8,7,6,9,8,8
10,3,0,1,1,7,5,3,3,3,2,1,0,0,0,0,0,0,5,4,10,5
11,9,9,7,5,3,1,3,1,1,1,4,7,13,15,13,8,14,20,21,19,11
12,10,9,7,2,7,7,7,3,6,4,6,10,10,7,9,5,4,5,4,4,5
