cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,3998.0,3493.0,4525.0,13743.0,10528.0,6617.0,8116.0,5957.0,4550.0,9883.0,19611.0,12080.0,12996.0,5979.0,4398.0,12286.0,8012.0,4908.0,10333.0,6677.0,4320.0
2,26677.0,23658.0,25571.0,13004.000000000002,8140.999999999999,7338.999999999999,7343.0,10295.0,7236.0,9275.0,19458.0,12662.000000000002,7419.0,6359.0,6318.000000000001,5584.0,5908.0,5646.0,5159.0,36397.0,20487.0
3,12593.0,8407.0,4852.000000000001,4366.0,4661.0,4661.0,4610.0,4496.0,14061.0,8843.0,23123.0,13744.0,9446.0,15945.0,20324.999999999996,8905.0,6273.0,5457.0,4075.0,4321.0,11227.0
4,4684.0,3534.0,5585.0,7037.0,4505.0,4437.0,4219.0,25862.0,13894.0,8254.0,5118.0,4400.0,16466.0,22588.0,13443.0,8016.0,4796.0,4505.0,33184.0,25347.0,15173.0
4,2449.0,2492.0,16862.0,8638.0,2563.0,2453.0,2139.0,2819.0,2669.0,2665.0,2358.0,2614.0,3823.0,2293.0,2608.0,2516.0,2414.0,2444.0,4024.0,2917.0,2547.0
5,26864.0,11921.0,7766.0,20461.0,8439.0,5912.0,6235.000000000001,6082.0,7547.0,6578.0,5187.0,7228.999999999999,7049.000000000001,18620.0,10123.0,7633.0,18845.0,27131.0,11102.0,10007.0,17382.0
6,3015.0,2604.0,2747.0,17618.0,6438.0,8436.0,4867.0,3265.0,10033.0,10399.0,5884.0,3624.0,2696.0,2434.0,2764.0,13396.0,7905.0,5557.0,4532.0,2692.0,2800.0
6,8106.0,14314.0,17608.0,9123.0,9222.0,9419.0,16938.0,10387.0,30866.0,26133.0,11604.0,9978.0,6020.0,5041.0,5259.999999999999,5583.0,4629.0,4956.0,4925.0,4835.0,3986.0
7,9300.0,7431.999999999999,16031.0,28289.0,22591.0,24301.000000000004,16173.0,15440.0,8883.0,18588.0,15656.0,10726.0,6882.0,5725.0,5240.0,5075.0,5257.0,5246.0,5639.0,5515.0,6019.0
8,11021.0,6098.0,3838.0000000000005,3131.0,3281.0,2990.0,3590.0,6879.000000000001,20957.0,14101.0,7934.999999999999,4527.0,3208.0,3093.0,2701.0,2989.0,8088.0,9347.0,8919.0,9287.0,5411.0
9,2564.0,2626.0,2973.0,3046.0,3985.0,4246.0,11461.0,8215.0,14357.0,5498.0,7559.0,4302.0,12316.0,3505.0,2404.0,2564.0,3778.0,9678.0,6492.0,5630.0,4181.0
9,5344.0,20998.0,9376.0,4621.0,3590.0,4671.0,3869.0,3615.0,4237.0,2981.0,2866.0,3597.0,4503.0,3582.0,4625.0,9215.0,5179.0,9571.0,6886.0,5586.0,4044.0
10,2744.0,2387.0,4732.0,8979.0,4945.0,3850.0,3399.0000000000005,2611.0,2707.0,2530.0,2632.0,2507.0,3067.0,2586.0,2985.9999999999995,2744.0,7158.0,4727.0,8784.0,12901.0,5761.0
11,7022.0,5472.0,5150.0,5068.0,4286.0,4545.0,4223.0,4428.0,4730.0,25029.0,15076.0,16008.0,17061.0,12226.0,7384.0,25947.0,31369.0,23834.0,11572.0,6743.000000000001,4168.0
12,2695.0,2684.0,2822.0,7163.999999999999,10088.0,5653.0,4614.0,3426.0000000000005,2691.0,2561.0,16947.0,7977.000000000001,3746.0,2764.0,3630.9999999999995,2730.0,2690.0,8028.0,6573.0,4792.0,14129.0
12,577.0,362.0,350.0,344.0,372.0,361.0,352.0,436.0,1034.0,1551.0,558.0,442.0,355.0,348.0,363.0,316.0,361.0,378.0,344.0,838.0,611.0
