cell,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
2,5245.0,11709.0,8958.0,5301.0,6355.0,9915.0,5569.0,4072.0000000000005,23772.0,16213.0,12571.0,9743.0,15512.0,13892.0,7710.000000000001,4578.0,3363.0,3166.0,3335.0,3781.0,3313.0
1,4637.0,10791.0,3999.0000000000005,2275.0,2019.9999999999998,1850.0,1919.0,1756.0,1594.0,1831.0,1643.0,1692.0,1690.0,2019.0,1743.0,2971.0,2893.0,2314.0,1851.0,1749.0,1910.0
3,10806.0,7146.999999999999,4268.0,3601.0,4393.0,17391.0,9255.0,9286.0,2939.0,2884.0,2870.0,2453.0,2713.0,2819.0,2517.0,2792.0,2639.0,2606.0,2878.0,2761.0,2849.0
3,596.0,589.0,666.0,614.0,2733.0,1400.0,788.0,585.0,545.0,551.0,585.0,674.0,624.0,617.0,588.0,691.9999999999999,610.0,644.0,599.0,621.0,665.0
5,3694.0,3734.0,3154.0,3523.0,3652.0,19058.0,10001.0,6343.0,4374.0,16634.0,7510.000000000001,7608.0,16793.0,23747.0,10912.0,6633.0,5147.0,5190.0,5010.0,3245.0,20439.0
6,64.0,68.0,57.0,55.0,58.0,60.0,54.0,65.0,225.0,60.0,60.0,64.0,60.0,61.0,55.0,60.0,63.0,57.0,60.0,67.0,58.0
6,4319.0,14647.0,18378.0,15414.0,30096.0,18820.0,26317.0,12263.0,6493.0,14611.0,5067.0,6152.0,4640.0,4235.0,4681.0,4317.0,4719.0,4210.0,4608.0,4976.0,4708.0
8,1313.0,954.0,937.0,976.0,907.0,998.9999999999999,821.0,928.0,883.0,858.0,1693.0,907.0,954.0,955.0,4007.0,1437.0,871.0,871.0,1163.0,1060.0,3224.0
8,3944.0,4074.0,2682.0,2881.0,2777.0,2987.0,2761.0,2751.0,3072.0,3009.0,2655.0,2801.0,2722.0,2934.0,2700.0,2992.0,2596.0,11521.0,16913.0,11951.0,14378.0
10,9877.0,4163.0,3041.0,3149.0,2922.0,10245.0,4544.0,7829.0,5978.0,2928.0,2122.0,4030.0,7484.0,5970.0,4639.0,2948.0,2755.0,5730.0,1991.0,2012.0,7130.0
10,4645.0,1700.0,1546.0,1654.0,1558.0,1642.0,1575.0,7527.0,4783.0,3414.0000000000005,2292.0,2161.0,1593.0,1945.0,1650.0,1494.0,1561.0,1400.0,1581.0,1600.0,1551.0
