cell_id,cell_size,nucleus_size,trans_num,life_span
1,8064,2926,1,7.0
2,7853,3349,1,21.0
3,7525,2949,1,16.0
4,8231,2874,1,11.0
5,8689,2958,1,18.0
6,7846,3154,2,17.0
7,7941,2898,0,6.0
8,7146,2986,1,21.0
9,7151,2940,1,3.0
10,7216,3211,1,21.0
