cell id,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21
1,6,5,3,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,1,5,5,5,6,9,9,15,14,10,8,9,9,8,2,3
3,12,7,4,3,5,4,9,10,7,7,3,2,0,0,0,1,0,0,0,0,0
4,8,10,18,14,14,12,8,7,10,4,4,0,0,0,0,0,0,0,0,0,0
5,4,10,19,16,14,15,17,13,11,14,12,9,8,12,11,9,6,10,0,0,0
6,9,5,8,8,3,1,3,2,0,2,2,4,8,8,5,4,3,0,0,0,0
7,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,5,2,2,0,0,0,0,2,5,4,9,8,11,10,8,5,6,2,5,4
9,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,6,8,4,4,7,13,12,9,8,5,8,15,15,13,12,3,2,5,5,5
