cell_id,cell_size,nucleus_size,trans_num,life_span
1,7857,3176,1,19.0
2,7769,3088,1,21.0
3,7497,3132,1,21.0
4,8424,2991,0,7.0
5,7847,3197,2,7.0
6,8702,2926,1,16.0
7,7565,3158,3,17.0
8,7488,3095,1,5.0
9,8570,3179,2,21.0
