cell_id,cell_size,nucleus_size,trans_num,life_span
1,8038,3025,1,21.0
2,7836,3148,1,21.0
3,7863,3179,1,21.0
4,6677,6316,1,21.0
5,6830,3311,1,21.0
6,7262,3424,1,21.0
7,7934,3263,1,21.0
8,7969,3354,2,21.0
9,6521,3290,1,21.0
