cell_id,cell_size,nucleus_size,trans_num,life_span
1,7107,3015,1,21.0
2,7183,3153,2,21.0
3,7171,3107,1,21.0
4,7294,3320,1,21.0
5,7566,3304,0,21.0
6,6730,3236,1,21.0
7,7772,3292,2,21.0
8,7682,3410,1,21.0
9,7448,3041,3,21.0
10,7502,3565,1,21.0
11,7656,3273,1,21.0
