cell_id,cell_size,nucleus_size,trans_num,life_span
1,7381,2968,0,5.0
2,7827,3221,1,21.0
3,8042,3032,1,21.0
4,7741,3145,1,21.0
5,7120,3003,1,21.0
6,7540,3211,2,21.0
7,7258,3196,1,21.0
8,7763,3331,1,20.0
9,7324,3194,2,21.0
10,7911,3121,1,21.0
11,7615,3270,2,21.0
12,8101,3153,2,21.0
13,7815,3239,2,21.0
14,7155,3273,1,21.0
15,7222,2997,2,21.0
