cell_id,cell_size,nucleus_size,trans_num,life_span
1,7774,3447,0,5.0
2,7790,4275,2,21.0
3,7236,3226,1,21.0
4,7496,3330,0,10.0
5,7541,3369,2,21.0
6,7524,3148,2,21.0
7,8269,3125,1,12.0
8,8534,3020,1,21.0
9,7408,3047,1,1.0
10,7782,3208,1,21.0
11,7897,3342,1,9.0
12,8311,3391,2,21.0
13,7597,3238,1,21.0
